sex,age_group,state_of_residence,area_type,fp2030_policy_awarenes,barriers_final
Female,18-24,Gombe,Urban,Yes,Resistance from traditional/religious leaders
Female,18-24,Gombe,Urban,Yes,Limited healthcare infrastructure
Female,18-24,Gombe,Urban,Yes,Weak political will
Female,18-24,Gombe,Urban,Yes,
Female,18-24,Gombe,Urban,Yes,No idea
Female,18-24,Gombe,Urban,Yes,Lack of awareness
Female,18-24,Gombe,Urban,Yes,Resistance from traditional/religious leaders
Female,18-24,Gombe,Urban,Yes,Limited healthcare infrastructure
Female,18-24,Gombe,Urban,Yes,Weak political will
Female,18-24,Gombe,Urban,Yes,
Female,18-24,Taraba,Rural,No,No idea
Female,18-24,Taraba,Rural,No,No idea
Female,18-24,Taraba,Rural,Yes,Lack of awareness
Female,18-24,Taraba,Rural,Yes,Inadequate funding
Female,18-24,Taraba,Rural,Yes,
Female,18-24,Taraba,Rural,Yes,Lack of awareness
Female,18-24,Taraba,Rural,Yes,
Female,18-24,Taraba,Rural,Yes,Lack of awareness
Female,18-24,Taraba,Rural,Yes,
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,No,No idea
Female,18-24,Taraba,Urban,Yes,Resistance from traditional/religious leaders
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Lack of awareness
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Limited healthcare infrastructure
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Limited healthcare infrastructure
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Weak political will
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Limited healthcare infrastructure
Female,18-24,Taraba,Urban,Yes,Weak political will
Female,18-24,Taraba,Urban,Yes,Inadequate funding
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Lack of awareness
Female,18-24,Taraba,Urban,Yes,Resistance from traditional/religious leaders
Female,18-24,Taraba,Urban,Yes,Limited healthcare infrastructure
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Resistance from traditional/religious leaders
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,No idea
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Lack of awareness
Female,18-24,Taraba,Urban,Yes,Inadequate funding
Female,18-24,Taraba,Urban,Yes,Limited healthcare infrastructure
Female,18-24,Taraba,Urban,Yes,Weak political will
Female,18-24,Taraba,Urban,Yes,
Female,18-24,Taraba,Urban,Yes,Lack of awareness
Female,18-24,Taraba,Urban,Yes,
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,No,No idea
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,No idea
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,Lack of awareness
Female,25-35,Abia,Rural,Yes,Inadequate funding
Female,25-35,Abia,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Rural,Yes,Weak political will
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Rural,Yes,No idea
Female,25-35,Abia,Rural,Yes,
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,No,No idea
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,No idea
Female,25-35,Abia,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Abia,Urban,Yes,
Female,25-35,Abia,Urban,Yes,Lack of awareness
Female,25-35,Abia,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Abia,Urban,Yes,Inadequate funding
Female,25-35,Abia,Urban,Yes,Weak political will
Female,25-35,Abia,Urban,Yes,
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,No,No idea
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,No idea
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,No idea
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,No idea
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,No idea
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,No idea
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,No idea
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Lack of education among female child
Female,25-35,Bauchi,Rural,Yes,and lack of awareness
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,Inadequate funding
Female,25-35,Bauchi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Rural,Yes,Weak political will
Female,25-35,Bauchi,Rural,Yes,Lack of awareness
Female,25-35,Bauchi,Rural,Yes,
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
Female,25-35,Bauchi,Urban,No,No idea
