Sex,Age-group,State of Residence,Area Type,FP2030 policy awarenes,Barriers to FP2030 implementation
Female,36-45,Bauchi,Urban,Yes,Limited healthcare infrastructure;
Male,56 and above,Ekiti,Urban,No,No Idea;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;
Female,36-45,Bauchi,Urban,Yes,Weak political will;
Female,46-55,Ekiti,Rural,No,Weak political will;
Female,46-55,Bauchi,Rural,No,Resistance from traditional/religious leaders;
Female,56 and above,Bauchi,Rural,Yes,Resistance from traditional/religious leaders;
Female,18-24,Bauchi,Rural,Yes,Inadequate funding;
Male,36-45,Bauchi,Urban,Yes,Inadequate funding;
Female,25-35,Gombe,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,25-35,Gombe,Rural,Yes,No Idea;
Female,46-55,Bauchi,Urban,No,No Idea;
Male,25-35,Kano,Urban,No,Resistance from traditional/religious leaders;Lack of awareness;Limited healthcare infrastructure;
Male,56 and above,Bauchi,Rural,No,Resistance from traditional/religious leaders;
Male,25-35,Bauchi,Rural,Yes,Lack of awareness;
Male,18-24,Bauchi,Urban,No,No Idea;Lack of awareness;
Male,25-35,Bauchi,Urban,No,Lack of awareness;Inadequate funding;
Male,18-24,Bauchi,Urban,No,Lack of awareness;No Idea;Inadequate funding;
Male,25-35,Bauchi,Rural,No,Resistance from traditional/religious leaders;Weak political will;
Male,18-24,Bauchi,Urban,Yes,Limited healthcare infrastructure;
Male,36-45,Bauchi,Urban,No,Lack of awareness;Inadequate funding;
Male,18-24,Bauchi,Urban,No,Lack of awareness;Inadequate funding;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;
Male,25-35,Bauchi,Urban,Yes,Weak political will;
Female,25-35,Bauchi,Urban,No,Lack of awareness;
Male,25-35,Bauchi,Rural,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,46-55,Bauchi,Urban,Yes,Limited healthcare infrastructure;
Female,36-45,Bauchi,Urban,No,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Bauchi,Urban,Yes,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;Lack of proper investigation and arrest of culprit as the case  may be;
Male,36-45,Ekiti,Rural,No,No Idea;
Male,56 and above,Bauchi,Urban,No,Resistance from traditional/religious leaders;
Male,18-24,Bauchi,Urban,No,No Idea;Inadequate funding;
Female,36-45,Gombe,Urban,No,Lack of awareness;Weak political will;No Idea;
Female,36-45,Bauchi,Urban,Yes,Resistance from traditional/religious leaders;
Female,25-35,Ekiti,Rural,Yes,Limited healthcare infrastructure;
Male,46-55,Bauchi,Rural,Yes,Lack of awareness;Inadequate funding;Weak political will;
Female,18-24,Bauchi,Rural,No,Disabled people are not recognised;
Male,36-45,Gombe,Urban,No,Weak political will;Resistance from traditional/religious leaders;
Male,25-35,Bauchi,Rural,No,Limited healthcare infrastructure;Weak political will;
Female,46-55,Gombe,Rural,No,No Idea;
Male,56 and above,Bauchi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Female,25-35,Bauchi,Rural,No,No Idea;
Male,25-35,Bauchi,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Female,25-35,Bauchi,Urban,No,No Idea;Limited healthcare infrastructure;
Male,36-45,Bauchi,Urban,No,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Male,25-35,Bauchi,Urban,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,36-45,Bauchi,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Male,18-24,Bauchi,Urban,Yes,Resistance from traditional/religious leaders;Inadequate funding;Weak political will;
Male,18-24,Bauchi,Urban,No,Limited healthcare infrastructure;Weak political will;
Female,25-35,Bauchi,Urban,No,No Idea;
Male,56 and above,Bauchi,Rural,No,No Idea;Lack of awareness;
Female,18-24,Bauchi,Rural,No,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Female,25-35,Gombe,Rural,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,36-45,Bauchi,Rural,No,Lack of awareness;
Male,25-35,Kano,Urban,Yes,No Idea;
Male,36-45,Bauchi,Rural,No,Lack of awareness;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;
Male,25-35,Bauchi,Urban,Yes,Resistance from traditional/religious leaders;Lack of awareness;
Female,18-24,Bauchi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Weak political will;Inadequate funding;
Female,18-24,Abia,Urban,No,No Idea;Lack of awareness;
Female,18-24,Bauchi,Urban,No,Inadequate funding;
Female,25-35,Bauchi,Urban,No,Limited healthcare infrastructure;Weak political will;Lack of awareness;Inadequate funding;
Female,25-35,Bauchi,Urban,No,Lack of awareness;
Female,18-24,Ebonyi,Urban,Yes,Lack of awareness;
Female,25-35,Bauchi,Rural,Yes,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Bauchi,Urban,No,Lack of awareness;
Male,36-45,Bauchi,Urban,No,Lack of awareness;No Idea;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Bauchi,Urban,Yes,No Idea;Lack of awareness;Limited healthcare infrastructure;
Male,25-35,Kano,Urban,Yes,No Idea;
Female,36-45,Bauchi,Urban,No,No Idea;Limited healthcare infrastructure;Weak political will;Inadequate funding;
Male,25-35,Bauchi,Urban,No,Lack of awareness;
Male,25-35,Bauchi,Urban,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Bauchi,Urban,No,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,25-35,Bauchi,Urban,No,Lack of awareness;
Male,36-45,Bauchi,Urban,No,Lack of awareness;
Male,25-35,Gombe,Urban,Yes,Lack of awareness;
Female,25-35,Gombe,Urban,No,Limited healthcare infrastructure;Weak political will;Inadequate funding;
Male,25-35,Bauchi,Urban,No,Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Lack of awareness;
Male,36-45,Bauchi,Rural,No,Lack of awareness;Resistance from traditional/religious leaders;Weak political will;
Male,25-35,Bauchi,Urban,Yes,Lack of awareness;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Bauchi,Urban,No,Lack of awareness;No Idea;
Female,18-24,Bauchi,Urban,Yes,Weak political will;
Female,25-35,Abia,Urban,Yes,Inadequate funding;Lack of awareness;Weak political will;Limited healthcare infrastructure;
Female,18-24,Abia,Urban,No,No Idea;Lack of awareness;
Female,18-24,Abia,Urban,No,No Idea;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;Limited healthcare infrastructure;
Male,25-35,Gombe,Urban,No,No Idea;
Female,25-35,Bauchi,Rural,Yes,Lack of awareness;
Male,25-35,Abia,Urban,Yes,No Idea;Lack of awareness;Limited healthcare infrastructure;Weak political will;Inadequate funding;
Female,25-35,Bauchi,Urban,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,56 and above,Abia,Urban,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Female,25-35,Bauchi,Urban,No,Lack of awareness;
Male,18-24,Abia,Urban,Yes,Lack of awareness;Weak political will;
Male,18-24,Ebonyi,Rural,No,No Idea;
Male,36-45,Bauchi,Rural,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;
Male,36-45,Abia,Rural,No,No Idea;
Female,36-45,Abia,Rural,No,Lack of awareness;Weak political will;
Male,25-35,Bauchi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,36-45,Gombe,Rural,No,Lack of awareness;
Male,36-45,Bauchi,Rural,No,No Idea;
Male,18-24,Kano,Urban,No,Lack of awareness;
Male,36-45,Abia,Urban,No,No Idea;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Gombe,Urban,No,Limited healthcare infrastructure;Inadequate funding;Resistance from traditional/religious leaders;Lack of awareness;
Female,25-35,Bauchi,Urban,No,Inadequate funding;Limited healthcare infrastructure;Weak political will;Lack of awareness;
Male,18-24,Gombe,Rural,No,Lack of awareness;
Male,18-24,Abia,Urban,Yes,No Idea;
Female,36-45,Bauchi,Urban,Yes,Lack of awareness;
Male,25-35,Abia,Rural,No,No Idea;
Female,36-45,Bauchi,Urban,Yes,No Idea;Lack of awareness;Limited healthcare infrastructure;
Female,25-35,Bauchi,Rural,Yes,"No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Lack of education among female child,and lack of awareness ;"
Female,56 and above,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Abia,Rural,No,No Idea;
Male,18-24,Abia,Urban,No,No Idea;
Male,25-35,Abia,Urban,No,No Idea;
Female,25-35,Gombe,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;Inadequate funding;
Male,18-24,Abia,Urban,No,No Idea;
Male,36-45,Bauchi,Urban,Yes,Lack of awareness;
Male,25-35,Bauchi,Urban,No,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Male,36-45,Bauchi,Rural,No,No Idea;
Female,56 and above,Abia,Urban,No,No Idea;
Female,36-45,Bauchi,Urban,No,Lack of awareness;
Male,36-45,Bauchi,Urban,No,No Idea;
Female,25-35,Abia,Urban,No,No Idea;
Female,25-35,Abia,Urban,No,No Idea;
Male,18-24,Abia,Rural,No,No Idea;
Female,18-24,Abia,Urban,No,No Idea;
Female,18-24,Abia,Urban,No,No Idea;
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders;
Female,46-55,Bauchi,Rural,No,Lack of awareness;
Female,25-35,Bauchi,Rural,No,No Idea;Lack of awareness;
Male,36-45,Bauchi,Urban,No,Lack of awareness;Resistance from traditional/religious leaders;
Female,25-35,Bauchi,Rural,Yes,Lack of awareness;
Male,56 and above,Bauchi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Bauchi,Urban,Yes,Resistance from traditional/religious leaders;Weak political will;Limited healthcare infrastructure;
Male,25-35,Bauchi,Rural,No,Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Gombe,Rural,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders;
Male,18-24,Bauchi,Urban,Yes,Lack of awareness;
Female,18-24,Bauchi,Rural,No,Lack of awareness;
Male,25-35,Bauchi,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;Resistance from traditional/religious leaders;
Male,25-35,Bauchi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Bauchi,Rural,No,Lack of awareness;
Female,25-35,Bauchi,Rural,No,No Idea;Lack of awareness;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;
Male,36-45,Gombe,Rural,No,No Idea;Lack of awareness;Limited healthcare infrastructure;Resistance from traditional/religious leaders;Inadequate funding;
Male,25-35,Bauchi,Urban,Yes,Lack of awareness;
Male,18-24,Ebonyi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,No,No Idea;
Female,18-24,Bauchi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,No,No Idea;
Male,25-35,Ebonyi,Urban,No,No Idea;
Female,18-24,Bauchi,Rural,No,Inadequate funding;Lack of awareness;
Male,25-35,Ebonyi,Rural,No,No Idea;
Male,46-55,Ebonyi,Urban,No,No Idea;
Female,36-45,Ebonyi,Urban,No,No Idea;
Male,18-24,Ebonyi,Rural,No,No Idea;
Female,18-24,Ebonyi,Rural,No,No Idea;
Male,36-45,Ebonyi,Urban,No,No Idea;
Male,25-35,Bauchi,Urban,No,Lack of awareness;
Female,18-24,Ebonyi,Rural,No,No Idea;
Female,46-55,Ebonyi,Urban,No,No Idea;
Male,18-24,Ebonyi,Urban,No,No Idea;
Male,36-45,Ebonyi,Rural,No,No Idea;
Female,25-35,Gombe,Rural,No,Lack of awareness;No Idea;Inadequate funding;
Male,18-24,Ebonyi,Urban,No,No Idea;
Female,18-24,Ebonyi,Rural,No,No Idea;
Female,18-24,Ebonyi,Urban,No,Lack of awareness;
Male,36-45,Ebonyi,Urban,No,No Idea;
Male,25-35,Ebonyi,Rural,No,No Idea;
Male,25-35,Bauchi,Urban,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Ebonyi,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;Inadequate funding;
Female,18-24,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Weak political will;Limited healthcare infrastructure;Resistance from traditional/religious leaders;
Male,18-24,Bauchi,Rural,Yes,Lack of awareness;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;Weak political will;
Female,18-24,Ebonyi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Female,46-55,Ebonyi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Male,36-45,Ebonyi,Rural,Yes,Weak political will;Inadequate funding;
Male,25-35,Ebonyi,Urban,Yes,Weak political will;Inadequate funding;
Female,18-24,Ebonyi,Urban,Yes,Weak political will;Inadequate funding;
Male,56 and above,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure;Inadequate funding;
Male,46-55,Ebonyi,Urban,Yes,Weak political will;Inadequate funding;
Male,56 and above,Ebonyi,Urban,Yes,Weak political will;Inadequate funding;
Male,18-24,Ebonyi,Rural,Yes,Limited healthcare infrastructure;Resistance from traditional/religious leaders;Inadequate funding;
Male,25-35,Ebonyi,Urban,Yes,Weak political will;Inadequate funding;
Female,18-24,Ebonyi,Rural,Yes,Weak political will;Inadequate funding;
Male,36-45,Bauchi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,Yes,Weak political will;Inadequate funding;Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,56 and above,Ebonyi,Urban,Yes,Weak political will;Inadequate funding;
Female,36-45,Bauchi,Urban,No,Resistance from traditional/religious leaders;
Male,36-45,Edo,Urban,Yes,Resistance from traditional/religious leaders;Lack of awareness;Inadequate funding;Weak political will;
Male,36-45,Bauchi,Rural,No,No Idea;Lack of awareness;Limited healthcare infrastructure;
Female,18-24,Ebonyi,Rural,No,No Idea;
Female,18-24,Ebonyi,Rural,No,No Idea;
Female,25-35,Ebonyi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,No,No Idea;
Male,25-35,Ebonyi,Rural,No,No Idea;
Male,18-24,Bauchi,Rural,No,No Idea;Lack of awareness;
Male,46-55,Ebonyi,Rural,No,No Idea;
Male,36-45,Ebonyi,Rural,No,No Idea;
Male,25-35,Ebonyi,Rural,No,No Idea;
Female,56 and above,Ebonyi,Rural,No,No Idea;
Male,18-24,Ebonyi,Rural,No,No Idea;
Male,36-45,Ebonyi,Rural,No,No Idea;
